id,sem,lem,cer,cg,flex,pron,orto,etim,varia,def,sinta,ex,comp,not
612,612,FILLE,,,,,,,,,,,,
613,613,GARÇON,,,,,,,,,,,,
614,614,JEUDI,,,,,,,,,,,,
615,615,JUILLET,,,,,,,,,,,,
616,616,JOINDRE,,,,,,,,,,,,
617,617,JUIN,,,,,,,,,,,,
618,618,JUSTICE,,,,,,,,,,,,
619,619,KILO,,,,,,,,,,,,
620,620,KILOMÈTRE,,,,,,,,,,,,
621,621,LÈVRE,,,,,,,,,,,,
622,622,LAC,,,,,,,,,,,,
623,623,LAIT,,,,,,,,,,,,
624,624,LAITUE,,,,,,,,,,,,
625,625,LAMPE ,,,,,,,,,,,,
626,626,LAINE,,,,,,,,,,,,
627,627,JETER,,,,,,,,,,,,
628,628,CRAYON,,,,,,,,,,,,
629,629,BRIQUE,,,,,,,,,,,,
630,630,LATIN,,,,,,,,,,,,
631,631,CÔTÉ ,,,,,,,,,,,,
632,632,CÔTÉ,,,,,,,,,,,,
633,633,LARGE,,,,,,,,,,,,
634,634,LAVABO,,,,,,,,,,,,
635,635,LAVER,,,,,,,,,,,,
636,636,LAVER,,,,,,,,,,,,
637,637,TRAVAILLER,,,,,,,,,,,,
638,638,TRAVAIL,,,,,,,,,,,,
639,639,LAISSER,,,,,,,,,,,,
640,640,LUI,,,,,,,,,,,,
641,641,LIT,,,,,,,,,,,,
642,642,FICELER,,,,,,,,,,,,
643,643,LOI,,,,,,,,,,,,
644,644,LIRE,,,,,,,,,,,,
645,645,LÉGER,,,,,,,,,,,,
646,646,BOIS,,,,,,,,,,,,
647,647,ELLE,,,,,,,,,,,,
648,648,LENGUE,,,,,,,,,,,,
649,649,LENGUA,,,,,,,,,,,,
650,650,DOUCEMENT,,,,,,,,,,,,
651,651,LENT,,,,,,,,,,,,
652,652,DRAP DE LIT,,,,,,,,,,,,
653,653,LION,,,,,,,,,,,,
654,654,LEUR ,,,,,,,,,,,,
655,655,LETTRE,,,,,,,,,,,,
656,656,LETTRE,,,,,,,,,,,,
657,657,LEVER,,,,,,,,,,,,
658,658,ENLEVER,,,,,,,,,,,,
659,659,LEVER ,,,,,,,,,,,,
660,660,LIBRE,,,,,,,,,,,,
661,661,LIBRAIRIE,,,,,,,,,,,,
662,662,LIVRE,,,,,,,,,,,,
663,663,LYCÉE,,,,,,,,,,,,
664,664,CITRON,,,,,,,,,,,,
665,665,LIGNE,,,,,,,,,,,,
666,666,LIQUIDE,,,,,,,,,,,,
667,667,LISSE,,,,,,,,,,,,
668,668,LE,,,,,,,,,,,,
669,669,LE,,,,,,,,,,,,
670,670,LE,,,,,,,,,,,,
671,671,LE,,,,,,,,,,,,
672,672,LOUER,,,,,,,,,,,,
673,673,LIEU,,,,,,,,,,,,
674,674,LUTTE,,,,,,,,,,,,
675,675,LUTTER,,,,,,,,,,,,
676,676,LOIN,,,,,,,,,,,,
677,677,LOINTAIN,,,,,,,,,,,,
678,678,LONG,,,,,,,,,,,,
679,679,LOUP,,,,,,,,,,,,
680,680,LEUR,,,,,,,,,,,,
681,681,LEUR ,,,,,,,,,,,,
682,682,EUX,,,,,,,,,,,,
683,683,LES,,,,,,,,,,,,
684,684,BOUE,,,,,,,,,,,,
685,685,LUMIÈRE,,,,,,,,,,,,
686,686,LUI,,,,,,,,,,,,
687,687,LUNE,,,,,,,,,,,,
688,688,LUNDI,,,,,,,,,,,,
689,689,MACHINE,,,,,,,,,,,,
690,690,MAIGRE,,,,,,,,,,,,
691,691,MAÎTRE,,,,,,,,,,,,
692,692,INSTITUTEUR,,,,,,,,,,,,
693,693,MAIS,,,,,,,,,,,,
694,694,MAIS,,,,,,,,,,,,
695,695,MAÏS,,,,,,,,,,,,
696,696,MAI,,,,,,,,,,,,
697,697,GRAND ,,,,,,,,,,,,
698,698,MALADE,,,,,,,,,,,,
699,699,MAL,,,,,,,,,,,,
700,700,TEE-SHIRT,,,,,,,,,,,,
701,701,MAILLOT DE CORPS,,,,,,,,,,,,
702,702,PULL-OVER,,,,,,,,,,,,
703,703,MAUVAIS,,,,,,,,,,,,
704,704,MAMAN,,,,,,,,,,,,
705,705,MANIÈRE,,,,,,,,,,,,
706,706,MANQUER,,,,,,,,,,,,
707,707,ENVOYER,,,,,,,,,,,,
708,708,DEMAIN,,,,,,,,,,,,
709,709,MANGER,,,,,,,,,,,,
710,710,MAIN,,,,,,,,,,,,
711,711,MANTEAU,,,,,,,,,,,,
712,712,CARTE GÉOGRAPHIQUE,,,,,,,,,,,,
713,713,MER,,,,,,,,,,,,
714,714,MARIE,,,,,,,,,,,,
715,715,MARI,,,,,,,,,,,,
716,716,CONFITURE,,,,,,,,,,,,
717,717,MARRON,,,,,,,,,,,,
718,718,MARTEAU,,,,,,,,,,,,
719,719,MARDI,,,,,,,,,,,,
720,720,MARS,,,,,,,,,,,,
721,721,MASCULIN,,,,,,,,,,,,
722,722,MATIÈRE,,,,,,,,,,,,
723,723,BOIS DE CHARPENTE,,,,,,,,,,,,
724,724,MÈRE,,,,,,,,,,,,
725,725,MATIN ,,,,,,,,,,,,
726,726,ME,,,,,,,,,,,,
727,727,ME,,,,,,,,,,,,
728,728,MÉCANICIEN,,,,,,,,,,,,
729,729,MÉDICAMENT,,,,,,,,,,,,
730,730,MÉDECIN,,,,,,,,,,,,
731,731,DEMI,,,,,,,,,,,,
732,732,MILIEU,,,,,,,,,,,,
733,733,MIEL,,,,,,,,,,,,
734,734,MEILLEUR,,,,,,,,,,,,
735,735,MIEUX,,,,,,,,,,,,
736,736,PETIT,,,,,,,,,,,,
737,737,MOINS,,,,,,,,,,,,
738,738,MOINS DE,,,,,,,,,,,,
739,739,PENDANT QUE,,,,,,,,,,,,
740,740,MON,,,,,,,,,,,,
741,741,MIEN ,,,,,,,,,,,,
742,742,MARCHÉ,,,,,,,,,,,,
743,743,MERCREDI,,,,,,,,,,,,
744,744,GOÛTER,,,,,,,,,,,,
745,745,TABLE,,,,,,,,,,,,
746,746,MOIS,,,,,,,,,,,,
747,747,MÊME,,,,,,,,,,,,
748,748,MESURE,,,,,,,,,,,,
749,749,MOITIÉ,,,,,,,,,,,,
750,750,PEUR,,,,,,,,,,,,
751,751,MÈTRE,,,,,,,,,,,,
752,752,METTRE,,,,,,,,,,,,
753,753,MOI,,,,,,,,,,,,
754,754,MILLIARD,,,,,,,,,,,,
755,755,MILLION,,,,,,,,,,,,
756,756,MILLE,,,,,,,,,,,,
757,757,MINUTE,,,,,,,,,,,,
758,758,REGARDER,,,,,,,,,,,,
759,759,MEUBLE,,,,,,,,,,,,
760,760,MOUCHOIR,,,,,,,,,,,,
761,761,MODERNE,,,,,,,,,,,,
762,762,MOULIN,,,,,,,,,,,,
763,763,MOU,,,,,,,,,,,,
764,764,MOUILLÉ,,,,,,,,,,,,
765,765,BEAUCOUP DE,,,,,,,,,,,,
766,766,BEAUCOUP,,,,,,,,,,,,
767,767,MOMENT,,,,,,,,,,,,
768,768,MONDE,,,,,,,,,,,,
769,769,PIÈCE,,,,,,,,,,,,
770,770,MONTAGNE,,,,,,,,,,,,
771,771,MORDRE,,,,,,,,,,,,
772,772,MOURIR,,,,,,,,,,,,
773,773,MORT,,,,,,,,,,,,
774,774,MORT,,,,,,,,,,,,
775,775,MOUCHE,,,,,,,,,,,,
776,776,MONTRER,,,,,,,,,,,,
777,777,MOTOCYCLETTE,,,,,,,,,,,,
778,778,MOTEUR,,,,,,,,,,,,
779,779,MOUVOIR,,,,,,,,,,,,
780,780,PLUSIEURS,,,,,,,,,,,,
781,781,MUSÉE,,,,,,,,,,,,
782,782,MUSIQUE,,,,,,,,,,,,
783,783,MUET,,,,,,,,,,,,
784,784,ORANGE,,,,,,,,,,,,
785,785,ORANGE,,,,,,,,,,,,
786,786,NAÎTRE,,,,,,,,,,,,
787,787,NEZ,,,,,,,,,,,,
788,788,NOËL,,,,,,,,,,,,
789,789,NAGER,,,,,,,,,,,,
790,790,NATIONAL,,,,,,,,,,,,
791,791,NATION,,,,,,,,,,,,
792,792,NATURE,,,,,,,,,,,,
793,793,BATEAU,,,,,,,,,,,,
794,794,NI,,,,,,,,,,,,
795,795,EN ,,,,,,,,,,,,
796,796,NÉCESSAIRE,,,,,,,,,,,,
797,797,AVOIR BESOIN DE ,,,,,,,,,,,,
798,798,RIEN,,,,,,,,,,,,
799,799,PERSONNE,,,,,,,,,,,,
800,800,AUCUN,,,,,,,,,,,,
801,801,AUCUN,,,,,,,,,,,,
802,802,NOIR,,,,,,,,,,,,
803,803,NÉOLATIN,,,,,,,,,,,,
804,804,PROPRE,,,,,,,,,,,,
805,805,NETTOYER,,,,,,,,,,,,
806,806,NEIGER,,,,,,,,,,,,
807,807,NEIGE,,,,,,,,,,,,
808,808,BROUILLARD,,,,,,,,,,,,
809,809,NID,,,,,,,,,,,,
810,810,NUIT,,,,,,,,,,,,
811,811,NOM,,,,,,,,,,,,
812,812,NON,,,,,,,,,,,,
813,813,NE,,,,,,,,,,,,
814,814,MALGRÉ CELA,,,,,,,,,,,,
815,815,NEUVIÈME,,,,,,,,,,,,
816,816,NORD,,,,,,,,,,,,
817,817,NORMAL,,,,,,,,,,,,
818,818,NOUS,,,,,,,,,,,,
819,819,NOUS ,,,,,,,,,,,,
820,820,NOUS ,,,,,,,,,,,,
821,821,NOTRE,,,,,,,,,,,,
822,822,NÔTRE,,,,,,,,,,,,
823,823,NOTE,,,,,,,,,,,,
824,824,NOUVELLE,,,,,,,,,,,,
825,825,QUATRE-VINGT-DIX,,,,,,,,,,,,
826,826,NEUF,,,,,,,,,,,,
827,827,NOVEMBRE,,,,,,,,,,,,
828,828,NOUVEAU,,,,,,,,,,,,
829,829,NUQUE,,,,,,,,,,,,
830,830,NOMBRE ,,,,,,,,,,,,
831,831,JAMAIS,,,,,,,,,,,,
832,832,NUAGE,,,,,,,,,,,,
833,833,OBJET,,,,,,,,,,,,
834,834,OUBLIER,,,,,,,,,,,,
835,835,OBTENIR,,,,,,,,,,,,
836,836,OCCASION,,,,,,,,,,,,
837,837,TUER,,,,,,,,,,,,
838,838,OCCITAN,,,,,,,,,,,,
839,839,OCCUPER,,,,,,,,,,,,
840,840,ŒIL,,,,,,,,,,,,
841,841,QUATRE-VINGTS,,,,,,,,,,,,
842,842,HUITIÈME,,,,,,,,,,,,
843,843,HUIT,,,,,,,,,,,,
844,844,OCTOBRE,,,,,,,,,,,,
845,845,SENTIR ,,,,,,,,,,,,
846,846,OUEST,,,,,,,,,,,,
847,847,OFFRIR,,,,,,,,,,,,
848,848,HUILE,,,,,,,,,,,,
849,849,HUILE D’OLIVE,,,,,,,,,,,,
850,850,OMBRE,,,,,,,,,,,,
851,851,VAGUE,,,,,,,,,,,,
852,852,LÀ OÙ,,,,,,,,,,,,
853,853,ONZE,,,,,,,,,,,,
854,854,ONGLE,,,,,,,,,,,,
855,855,ŒUVRE,,,,,,,,,,,,
856,856,COMMANDER,,,,,,,,,,,,
857,857,ORDINATEUR,,,,,,,,,,,,
858,858,ORDRE,,,,,,,,,,,,
859,859,ORDRE,,,,,,,,,,,,
860,860,OURS,,,,,,,,,,,,
861,861,SOMBRE,,,,,,,,,,,,
862,862,OS,,,,,,,,,,,,
863,863,BREBIS,,,,,,,,,,,,
864,864,ŒUF,,,,,,,,,,,,
865,865,PAYER,,,,,,,,,,,,
866,866,PAIX,,,,,,,,,,,,
867,867,PAQUET,,,,,,,,,,,,
868,868,PAYS,,,,,,,,,,,,
869,869,PAGE,,,,,,,,,,,,
870,870,PELLE,,,,,,,,,,,,
871,871,CLOWN,,,,,,,,,,,,
872,872,PAIN,,,,,,,,,,,,
873,873,PANTALON,,,,,,,,,,,,
874,874,PAPA,,,,,,,,,,,,
875,875,PAPIER,,,,,,,,,,,,
876,876,PARAPLUIE,,,,,,,,,,,,
877,877,OMBRELLE,,,,,,,,,,,,
878,878,PAROLE,,,,,,,,,,,,
879,879,PARC,,,,,,,,,,,,
880,880,PAIRE ,,,,,,,,,,,,
881,881,PARENTS,,,,,,,,,,,,
882,882,MUR,,,,,,,,,,,,
883,883,PARLER,,,,,,,,,,,,
884,884,PARTIE,,,,,,,,,,,,
885,885,PARTIR,,,,,,,,,,,,
886,886,MATCH,,,,,,,,,,,,
887,887,PÂQUES,,,,,,,,,,,,
888,888,PASSER,,,,,,,,,,,,
889,889,PASSÉ,,,,,,,,,,,,
890,890,PROMENER,,,,,,,,,,,,
891,891,PROMENADE,,,,,,,,,,,,
892,892,PAS,,,,,,,,,,,,
893,893,REPAS,,,,,,,,,,,,
894,894,POMME DE TERRE,,,,,,,,,,,,
895,895,POÊLE,,,,,,,,,,,,
896,896,PÈRE,,,,,,,,,,,,
897,897,PATTE,,,,,,,,,,,,
898,898,PEU DE,,,,,,,,,,,,
899,899,PEU,,,,,,,,,,,,
900,900,PEU,,,,,,,,,,,,
901,901,PEU ,,,,,,,,,,,,
902,902,PAUVRE,,,,,,,,,,,,
903,903,COIFFER ,,,,,,,,,,,,
904,904,PEIGNE,,,,,,,,,,,,
905,905,POTRINE,,,,,,,,,,,,
906,906,PIED,,,,,,,,,,,,
907,907,POU,,,,,,,,,,,,
908,908,PIRE,,,,,,,,,,,,
909,909,PIS,,,,,,,,,,,,
910,910,BALLE,,,,,,,,,,,,
911,911,PEAU,,,,,,,,,,,,
912,912,POIL,,,,,,,,,,,,
913,913,PEINE,,,,,,,,,,,,
914,914,PENDRE,,,,,,,,,,,,
915,915,PEINDRE,,,,,,,,,,,,
916,916,PENSER,,,,,,,,,,,,
917,917,POUR,,,,,,,,,,,,
918,918,PLAÎT ,,,,,,,,,,,,
919,919,POURQUOI,,,,,,,,,,,,
920,920,PARCE QUE,,,,,,,,,,,,
921,921,POIRE,,,,,,,,,,,,
922,922,PERDRE,,,,,,,,,,,,
923,923,PERDRE,,,,,,,,,,,,
924,924,PARDONNER,,,,,,,,,,,,
925,925,PARDON,,,,,,,,,,,,
926,926,PERMETTRE,,,,,,,,,,,,
927,927,JETER DEHORS,,,,,,,,,,,,
928,928,PERSONNE,,,,,,,,,,,,
929,929,LOURD,,,,,,,,,,,,
930,930,PESER,,,,,,,,,,,,
931,931,PÊCHER,,,,,,,,,,,,
932,932,POISSON,,,,,,,,,,,,
933,933,DEMANDER,,,,,,,,,,,,
934,934,PIERRE,,,,,,,,,,,,
935,935,PIERRE,,,,,,,,,,,,
936,936,PETIT,,,,,,,,,,,,
937,937,PIANO,,,,,,,,,,,,
938,938,PYJAMA,,,,,,,,,,,,
939,939,PISCINE,,,,,,,,,,,,
940,940,PISSER,,,,,,,,,,,,
941,941,AIMER,,,,,,,,,,,,
942,942,PLAGE,,,,,,,,,,,,
943,943,ÉTAGE,,,,,,,,,,,,
944,944,PLANTE,,,,,,,,,,,,
945,945,ASSIETTE,,,,,,,,,,,,
946,946,PLACE,,,,,,,,,,,,
947,947,PLEIN,,,,,,,,,,,,
948,948,PLUIE,,,,,,,,,,,,
949,949,PLEURER,,,,,,,,,,,,
950,950,PLEUVOIR,,,,,,,,,,,,
951,951,STYLO À BILLE,,,,,,,,,,,,
952,952,PLUME ,,,,,,,,,,,,
953,953,PLUME,,,,,,,,,,,,
954,954,PLUS,,,,,,,,,,,,
955,955,PLUS DE,,,,,,,,,,,,
956,956,SUITE ,,,,,,,,,,,,
957,957,POIGNARDER,,,,,,,,,,,,
958,958,POLICIER,,,,,,,,,,,,
959,959,POLICE,,,,,,,,,,,,
960,960,POULET,,,,,,,,,,,,
961,961,FAUTEUIL,,,,,,,,,,,,
962,962,POUSSIÈRE,,,,,,,,,,,,
963,963,POMME,,,,,,,,,,,,
964,964,METTRE,,,,,,,,,,,,
965,965,LEVER,,,,,,,,,,,,
966,966,METTRE,,,,,,,,,,,,
967,967,PONT,,,,,,,,,,,,
968,968,POINT,,,,,,,,,,,,
969,969,PEUPLE,,,,,,,,,,,,
970,970,POUR,,,,,,,,,,,,
971,971,PORC,,,,,,,,,,,,
972,972,PORTE,,,,,,,,,,,,
973,973,PORTEFEUILLE,,,,,,,,,,,,
974,974,APPORTER,,,,,,,,,,,,
975,975,PORTER,,,,,,,,,,,,
976,976,PORT,,,,,,,,,,,,
977,977,PORTUGAIS,,,,,,,,,,,,
978,978,APRÈS ,,,,,,,,,,,,
979,979,DONC,,,,,,,,,,,,
980,980,APRÈS-MIDI,,,,,,,,,,,,
981,981,POSSÉDER,,,,,,,,,,,,
982,982,POSSIBLE,,,,,,,,,,,,
983,983,POSTE,,,,,,,,,,,,
984,984,FACTEUR,,,,,,,,,,,,
985,985,BOUTIQUE,,,,,,,,,,,,
986,986,POUVOIR,,,,,,,,,,,,
987,987,POUVOIR,,,,,,,,,,,,
988,988,POUVOIR,,,,,,,,,,,,
989,989,POURRI,,,,,,,,,,,,
990,990,MARE,,,,,,,,,,,,
991,991,PUITS,,,,,,,,,,,,
992,992,DÉJEUNER,,,,,,,,,,,,
993,993,DÉJEUNER,,,,,,,,,,,,
994,994,PRÉ,,,,,,,,,,,,
995,995,PRÉCIS,,,,,,,,,,,,
996,996,PRÉFÉRER,,,,,,,,,,,,
997,997,APPUYER SUR,,,,,,,,,,,,
998,998,PRENDRE,,,,,,,,,,,,
999,999,PRÉNOM,,,,,,,,,,,,
1000,1000,PRÉPARER,,,,,,,,,,,,
1001,1001,PRÉSENTER,,,,,,,,,,,,
1002,1002,PRÉSENT,,,,,,,,,,,,
1003,1003,PRÉSIDENT,,,,,,,,,,,,
1004,1004,HÂTE,,,,,,,,,,,,
1005,1005,PRÈS,,,,,,,,,,,,
1006,1006,PRÊTER ,,,,,,,,,,,,
1007,1007,TÔT,,,,,,,,,,,,
1008,1008,PRIX,,,,,,,,,,,,
1009,1009,PRINTEMPS,,,,,,,,,,,,
1010,1010,PREMIER,,,,,,,,,,,,
1011,1011,PRINCIPAL,,,,,,,,,,,,
1012,1012,DÉBUT,,,,,,,,,,,,
1013,1013,PROBLÈME,,,,,,,,,,,,
1014,1014,PRODUIRE,,,,,,,,,,,,
1015,1015,PROFESSEUR,,,,,,,,,,,,
1016,1016,PROFOND,,,,,,,,,,,,
1017,1017,PROGRAMME,,,,,,,,,,,,
1018,1018,DÉFENDRE,,,,,,,,,,,,
1019,1019,FIANCÉE,,,,,,,,,,,,
1020,1020,FIANCÉ,,,,,,,,,,,,
1021,1021,PRONONCER,,,,,,,,,,,,
1022,1022,PROPOSER,,,,,,,,,,,,
1023,1023,PROPOS,,,,,,,,,,,,
1024,1024,PROPRE,,,,,,,,,,,,
1025,1025,ÉPREUVE,,,,,,,,,,,,
1026,1026,ÉPROUVER,,,,,,,,,,,,
1027,1027,PROCHAIN,,,,,,,,,,,,
1028,1028,PRUNE,,,,,,,,,,,,
1029,1029,PUBLIC,,,,,,,,,,,,
1030,1030,POUPÉE,,,,,,,,,,,,
1031,1031,PUR,,,,,,,,,,,,
1032,1032,CAHIER,,,,,,,,,,,,
1033,1033,TABLEAU,,,,,,,,,,,,
1034,1034,QUELQU’UN,,,,,,,,,,,,
1035,1035,QUELQU’UN,,,,,,,,,,,,
1036,1036,QUEL,,,,,,,,,,,,
1037,1037,LEQUEL,,,,,,,,,,,,
1038,1038,QUELCONQUE,,,,,,,,,,,,
1039,1039,QUELQUE,,,,,,,,,,,,
1040,1040,QUELQUE CHOSE,,,,,,,,,,,,
1041,1041,QUAND,,,,,,,,,,,,
1042,1042,QUAND,,,,,,,,,,,,
1043,1043,COMBIEN DE,,,,,,,,,,,,
1044,1044,COMBIEN,,,,,,,,,,,,
1045,1045,QUARANTE,,,,,,,,,,,,
1046,1046,QUATRIÈME,,,,,,,,,,,,
1047,1047,QUART D’HEURE,,,,,,,,,,,,
1048,1048,PRESQUE,,,,,,,,,,,,
1049,1049,QUATORZE,,,,,,,,,,,,
1050,1050,QUATRE,,,,,,,,,,,,
1051,1051,QUE,,,,,,,,,,,,
1052,1052,QUE,,,,,,,,,,,,
1053,1053,QUESTION,,,,,,,,,,,,
1054,1054,QUI,,,,,,,,,,,,
1055,1055,CALME,,,,,,,,,,,,
1056,1056,QUINZE,,,,,,,,,,,,
1057,1057,CINQUIÈME,,,,,,,,,,,,
1058,1058,GRATTER,,,,,,,,,,,,
1059,1059,RACINE,,,,,,,,,,,,
1060,1060,RADIO,,,,,,,,,,,,
1061,1061,RAPIDEMENT,,,,,,,,,,,,
1062,1062,RAPIDE,,,,,,,,,,,,
1063,1063,RARE,,,,,,,,,,,,
1064,1064,RASER,,,,,,,,,,,,
1065,1065,RAISON,,,,,,,,,,,,
1066,1066,RÉEL,,,,,,,,,,,,
1067,1067,RÉALITÉ,,,,,,,,,,,,
1068,1068,RECEVOIR,,,,,,,,,,,,
1069,1069,RAMASSER,,,,,,,,,,,,
1070,1070,RECONNAÎTRE,,,,,,,,,,,,
1071,1071,RACONTER,,,,,,,,,,,,
1072,1072,RAPPELER,,,,,,,,,,,,
1073,1073,SOUVENIR ,,,,,,,,,,,,
1074,1074,DROIT,,,,,,,,,,,,
1075,1075,RAPPORTER ,,,,,,,,,,,,
1076,1076,ROI,,,,,,,,,,,,
1077,1077,REINE,,,,,,,,,,,,
1078,1078,RÉGION,,,,,,,,,,,,
1079,1079,RÈGLE,,,,,,,,,,,,
1080,1080,RÈGLE,,,,,,,,,,,,
1081,1081,RÉGULIER,,,,,,,,,,,,
1082,1082,RELATION,,,,,,,,,,,,
1083,1083,RESTER,,,,,,,,,,,,
1084,1084,APERCEVOIR ,,,,,,,,,,,,
1085,1085,RÉPARER,,,,,,,,,,,,
1086,1086,REPOSER ,,,,,,,,,,,,
1087,1087,RÉPÉTER,,,,,,,,,,,,
1088,1088,RESPIRER,,,,,,,,,,,,
1089,1089,RÉPONDRE,,,,,,,,,,,,
1090,1090,RESTER,,,,,,,,,,,,
1091,1091,RESTAURANT,,,,,,,,,,,,
1092,1092,RESTE,,,,,,,,,,,,
1093,1093,RÉSULTER,,,,,,,,,,,,
1094,1094,FILET,,,,,,,,,,,,
1095,1095,DERRIÈRE,,,,,,,,,,,,
1096,1096,REVUE,,,,,,,,,,,,
1097,1097,RICHE,,,,,,,,,,,,
1098,1098,RIRE,,,,,,,,,,,,
1099,1099,RIRE,,,,,,,,,,,,
1100,1100,RIZ,,,,,,,,,,,,
1101,1101,RUISSEAU,,,,,,,,,,,,
1102,1102,ROCHE,,,,,,,,,,,,
1103,1103,ROMAN,,,,,,,,,,,,
1104,1104,CASSER,,,,,,,,,,,,
1105,1105,ROSE,,,,,,,,,,,,
1106,1106,ROSE,,,,,,,,,,,,
1107,1107,ROUGE,,,,,,,,,,,,
1108,1108,ROUE,,,,,,,,,,,,
1109,1109,ROND,,,,,,,,,,,,
1110,1110,ROUMAIN,,,,,,,,,,,,
1111,1111,SAMEDI,,,,,,,,,,,,
1112,1112,JUPE,,,,,,,,,,,,
1113,1113,SALLE,,,,,,,,,,,,
1114,1114,SEL,,,,,,,,,,,,
1115,1115,SAUTER,,,,,,,,,,,,
1116,1116,SAUT,,,,,,,,,,,,
1117,1117,SALUER,,,,,,,,,,,,
1118,1118,BONJOUR ,,,,,,,,,,,,
1119,1119,SANG,,,,,,,,,,,,
1120,1120,SAIN,,,,,,,,,,,,
1121,1121,SAVOIR,,,,,,,,,,,,
1122,1122,SAVON,,,,,,,,,,,,
1123,1123,SCIENCE,,,,,,,,,,,,
1124,1124,ON,,,,,,,,,,,,
1125,1125,SE,,,,,,,,,,,,
1126,1126,SÉCHER,,,,,,,,,,,,
1127,1127,SEC,,,,,,,,,,,,
1128,1128,SEAU,,,,,,,,,,,,
1129,1129,SIÈCLE,,,,,,,,,,,,
1130,1130,DEUXIÈME,,,,,,,,,,,,
1131,1131,SECONDE,,,,,,,,,,,,
1132,1132,SELON,,,,,,,,,,,,
1133,1133,SÛR,,,,,,,,,,,,
1134,1134,SEIZE,,,,,,,,,,,,
1135,1135,ASSIS,,,,,,,,,,,,
1136,1136,ASSEOIR ,,,,,,,,,,,,
1137,1137,SIÈGE,,,,,,,,,,,,
1138,1138,TIMBRE,,,,,,,,,,,,
1139,1139,SIGNAL,,,,,,,,,,,,
1140,1140,CHAISE,,,,,,,,,,,,
1141,1141,BOIS,,,,,,,,,,,,
1142,1142,FEUX,,,,,,,,,,,,
1143,1143,SEMBLER,,,,,,,,,,,,
1144,1144,RESSEMBLER,,,,,,,,,,,,
1145,1145,GRAINE,,,,,,,,,,,,
1146,1146,TOUJOURS,,,,,,,,,,,,
1147,1147,SANS,,,,,,,,,,,,
1148,1148,GAUCHE,,,,,,,,,,,,
1149,1149,GAUCHE,,,,,,,,,,,,
1150,1150,MADAME,,,,,,,,,,,,
1151,1151,MONSIEUR,,,,,,,,,,,,
1152,1152,MADEMOISELLE,,,,,,,,,,,,
1153,1153,MONSIEUR ,,,,,,,,,,,,
1154,1154,POTRINE,,,,,,,,,,,,
1155,1155,SENS,,,,,,,,,,,,
1156,1156,SENTIR,,,,,,,,,,,,
1157,1157,SENTIR ,,,,,,,,,,,,
1158,1158,SOIXANTE-DIX,,,,,,,,,,,,
1159,1159,SEPT,,,,,,,,,,,,
1160,1160,SEMAINE,,,,,,,,,,,,
1161,1161,SEPTEMBRE,,,,,,,,,,,,
1162,1162,SEPTIÈME,,,,,,,,,,,,
1163,1163,SUIVANT,,,,,,,,,,,,
1164,1164,SUIVRE,,,,,,,,,,,,
1165,1165,SOIR,,,,,,,,,,,,
1166,1166,SERPENT,,,,,,,,,,,,
1167,1167,SCIE,,,,,,,,,,,,
1168,1168,SERVIR,,,,,,,,,,,,
1169,1169,SERVICE,,,,,,,,,,,,
1170,1170,SOIF,,,,,,,,,,,,
1171,1171,SIX,,,,,,,,,,,,
1172,1172,SOIXANTE,,,,,,,,,,,,
1173,1173,SEXE,,,,,,,,,,,,
1174,1174,SIXIÈME,,,,,,,,,,,,
1175,1175,SOI,,,,,,,,,,,,
1176,1176,OUI,,,,,,,,,,,,
1177,1177,SI,,,,,,,,,,,,
1178,1178,QUOIQUE,,,,,,,,,,,,
1179,1179,SIGNIFIER,,,,,,,,,,,,
1180,1180,SYMPATHIQUE,,,,,,,,,,,,
1181,1181,SOUS,,,,,,,,,,,,
1182,1182,CANAPÉ,,,,,,,,,,,,
1183,1183,SOUFFLER,,,,,,,,,,,,
1184,1184,SOLDAT,,,,,,,,,,,,
1185,1185,SOLEIL,,,,,,,,,,,,
1186,1186,AVOIR L’HABITUDE DE,,,,,,,,,,,,
1187,1187,SOLIDE,,,,,,,,,,,,
1188,1188,SEUL ,,,,,,,,,,,,
1189,1189,SEULEMENT,,,,,,,,,,,,
1190,1190,SOL,,,,,,,,,,,,
1191,1191,SOMME,,,,,,,,,,,,
1192,1192,SOMMEIL,,,,,,,,,,,,
1193,1193,RÊVE,,,,,,,,,,,,
1194,1194,SON,,,,,,,,,,,,
1195,1195,SON,,,,,,,,,,,,
1196,1196,SIEN,,,,,,,,,,,,
1197,1197,SOUPE,,,,,,,,,,,,
1198,1198,SUPPRIMER,,,,,,,,,,,,
1199,1199,SUR,,,,,,,,,,,,
1200,1200,SOURD,,,,,,,,,,,,
1201,1201,SŒUR,,,,,,,,,,,,
1202,1202,SURPRENDRE,,,,,,,,,,,,
1203,1203,SURPRISE,,,,,,,,,,,,
1204,1204,SUSPENDRE,,,,,,,,,,,,
1205,1205,GARE,,,,,,,,,,,,
1206,1206,ÉTUDIANT,,,,,,,,,,,,
1207,1207,ÉTUDIER,,,,,,,,,,,,
1208,1208,SUCRE,,,,,,,,,,,,
1209,1209,ARRIVER,,,,,,,,,,,,
1210,1210,SUCCÈS,,,,,,,,,,,,
1211,1211,JUS,,,,,,,,,,,,
1212,1212,JUS,,,,,,,,,,,,
1213,1213,SUD,,,,,,,,,,,,
1214,1214,SUFFISANT,,,,,,,,,,,,
1215,1215,ASSEZ,,,,,,,,,,,,
